concepts,image_paths,sentences,start,end
mountain,stimuli/images/Mountain/mountain_1.jpg,The trail went all the way up the mountain.,34,42
mountain,stimuli/images/Mountain/mountain_2.jpg,I wanted to ski down the mountain faster.,25,33
mountain,stimuli/images/Mountain/mountain_3.jpg,The glacier was at the top of the mountain.,34,42
mountain,stimuli/images/Mountain/mountain_4.jpg,A snowboarder got stuck on the mountain.,31,39
mountain,stimuli/images/Mountain/mountain_5.jpg,The mountain had a beautiful summit.,4,12
mountain,stimuli/images/Mountain/mountain_6.jpg,The mountain has a steep slope. ,4,12
movement,stimuli/images/Movement/movement_1.jpg,The movement was revolutionary. ,4,12
movement,stimuli/images/Movement/movement_2.jpg,This is a movement against communism. ,10,18
movement,stimuli/images/Movement/movement_3.jpg,The movement was oppressive. ,4,12
movement,stimuli/images/Movement/movement_4.jpg,"While based on utopian ideals, the movement was important. ",35,43
movement,stimuli/images/Movement/movement_5.jpg,The mindset of many in the movement was scary. ,27,35
movement,stimuli/images/Movement/movement_6.jpg,Many radical people took part in the movement. ,37,45
movie,stimuli/images/Movie/movie_1.jpg,Part of the story is left out in the movie. ,37,42
movie,stimuli/images/Movie/movie_2.jpg,The character does not develop in this movie. ,39,44
movie,stimuli/images/Movie/movie_3.jpg,The movie premiere had a red carpet.,4,9
movie,stimuli/images/Movie/movie_4.jpg,This movie has one adventure after the other. ,5,10
movie,stimuli/images/Movie/movie_5.jpg,He has to unlock the T.V. to watch the movie. ,39,44
movie,stimuli/images/Movie/movie_6.jpg,"A movie doesn't have episodes, it has sequels. ",2,7
music,stimuli/images/Music/music_1.jpg,His song was an example of her favorite kind of music.,48,53
music,stimuli/images/Music/music_2.jpg,The orchestra played beautiful music last night.,31,36
music,stimuli/images/Music/music_3.jpg,"I can't improvise music, unfortunately. ",18,23
music,stimuli/images/Music/music_4.jpg,The performer forgot his sheet music. ,31,36
music,stimuli/images/Music/music_5.jpg,Karaoke is not the place to hear good music. ,38,43
music,stimuli/images/Music/music_6.jpg,Elevator music is usually instrumental. ,9,14
nation,stimuli/images/Nation/nation_1.jpg,The revolution restructured the nation.,32,38
nation,stimuli/images/Nation/nation_2.jpg,"Over a period of mere years, colonialism shaped the nation.",52,58
nation,stimuli/images/Nation/nation_3.jpg,Impoverishment left the nation crumbling. ,24,30
nation,stimuli/images/Nation/nation_4.jpg,Migration changed the population of the nation substantially. ,40,46
nation,stimuli/images/Nation/nation_5.jpg,Globalization impacts some nations much more than others. ,27,34
nation,stimuli/images/Nation/nation_6.jpg,"A small nation initiated the war, which began with an invasion of nearby territories. ",8,14
news,stimuli/images/News/news_1.jpg,The report presented the news in lay language.,25,29
news,stimuli/images/News/news_2.jpg,She took a peek at the news before work.,23,27
news,stimuli/images/News/news_3.jpg,The forum argued about the news. ,27,31
news,stimuli/images/News/news_4.jpg,The archives contain all news since the 1950s. ,25,29
news,stimuli/images/News/news_5.jpg,The newsroom is where the news is broadcasted. ,26,31
news,stimuli/images/News/news_6.jpg,I learned a lot of gossip on the news today. ,33,37
noise,stimuli/images/Noise/noise_1.jpg,I could hear some noise last night.,18,23
noise,stimuli/images/Noise/noise_2.jpg,The noise he heard was of her crying.,4,9
noise,stimuli/images/Noise/noise_3.jpg,The children's whispering made some noise. ,36,41
noise,stimuli/images/Noise/noise_4.jpg,The rumble was the scariest noise she had ever heard.,28,33
noise,stimuli/images/Noise/noise_5.jpg,She suppressed her squeal to not make any noise.,42,47
noise,stimuli/images/Noise/noise_6.jpg,The noise was a low-pitched growl. ,4,9
obligation,stimuli/images/Obligation/obligation_1.jpg,Her obligation made her liable.,4,14
obligation,stimuli/images/Obligation/obligation_2.jpg,"While reserved, he owned up to his obligation eventually.",35,45
obligation,stimuli/images/Obligation/obligation_3.jpg,The contract outlined their obligation as guardians. ,28,38
obligation,stimuli/images/Obligation/obligation_4.jpg,The obligation was harmless.,4,14
obligation,stimuli/images/Obligation/obligation_5.jpg,The stockholder has an obligation to keep his word. ,23,33
obligation,stimuli/images/Obligation/obligation_6.jpg,His boss refused to disclose the exact details of the obligation. ,54,64
pain,stimuli/images/Pain/pain_1.jpg,She could get no relief from the pain.,33,37
pain,stimuli/images/Pain/pain_2.jpg,What began as a simple irritation was now intense pain.,50,54
pain,stimuli/images/Pain/pain_3.jpg,Her migraine caused her pain.,24,28
pain,stimuli/images/Pain/pain_4.jpg,"Unless caused by impact, a nosebleed doesn't usually cause pain. ",59,63
pain,stimuli/images/Pain/pain_5.jpg,She had some bruising but felt no pain. ,34,38
pain,stimuli/images/Pain/pain_6.jpg,The pain from the stomachache was unbearable. ,4,8
personality,stimuli/images/Personality/personality_1.jpg,His personality was greatly affected by his physical decline.,4,15
personality,stimuli/images/Personality/personality_2.jpg,His compulsive personality is one reason why he is so neat.,15,26
personality,stimuli/images/Personality/personality_3.jpg,Her subconscious impacted her personality in many ways.,30,41
personality,stimuli/images/Personality/personality_4.jpg,His borderline personality disorder was recently diagnosed. ,15,26
personality,stimuli/images/Personality/personality_5.jpg,His personality brought down her mood. ,4,15
personality,stimuli/images/Personality/personality_6.jpg,That trait is a big part of her overt personality. ,38,49
philosophy,stimuli/images/Philosophy/philosophy_1.jpg,Philosophy provides a window to many perspectives on the same idea.,0,10
philosophy,stimuli/images/Philosophy/philosophy_2.jpg,Philosophy opens up the topic of existentialism. ,0,10
philosophy,stimuli/images/Philosophy/philosophy_3.jpg,Spirituality and philosophy are not the same thing.,17,27
philosophy,stimuli/images/Philosophy/philosophy_4.jpg,The paradigm brought up in philosophy class confused her. ,27,37
philosophy,stimuli/images/Philosophy/philosophy_5.jpg,Materialism is a point of discussion in philosophy. ,40,50
philosophy,stimuli/images/Philosophy/philosophy_6.jpg,She loved philosophy and remained agnostic. ,10,20
picture,stimuli/images/Picture/picture_1.jpg,The picture was sketched on paper.,4,11
picture,stimuli/images/Picture/picture_2.jpg,He will scribble a picture for you.,19,26
picture,stimuli/images/Picture/picture_3.jpg,Printing a picture is easier than it seems.,11,18
picture,stimuli/images/Picture/picture_4.jpg,Draw the picture in ink.,9,16
picture,stimuli/images/Picture/picture_5.jpg,Picture is another word for a photograph. ,0,7
picture,stimuli/images/Picture/picture_6.jpg,The letter contained a picture. ,23,30
pig,stimuli/images/Pig/pig_1.jpg,The pig and the cattle do not get along well.,4,7
pig,stimuli/images/Pig/pig_2.jpg,The horse shared its food with the pig.,35,38
pig,stimuli/images/Pig/pig_3.jpg,The whinny frightened the pig. ,26,29
pig,stimuli/images/Pig/pig_4.jpg,The pig got stuck in the lasso. ,4,7
pig,stimuli/images/Pig/pig_5.jpg,The pig was sprawled in the hay.,4,7
pig,stimuli/images/Pig/pig_6.jpg,The bigger pig was a stud. ,11,14
plan,stimuli/images/Plan/plan_1.jpg,The first step of the plan has been completed. ,22,26
plan,stimuli/images/Plan/plan_2.jpg,The plan resulted in a total transformation. ,4,8
plan,stimuli/images/Plan/plan_3.jpg,The execution of the plan was preemptive. ,21,25
plan,stimuli/images/Plan/plan_4.jpg,The expulsion led to a change of plan. ,33,37
plan,stimuli/images/Plan/plan_5.jpg,The plan was a demonstration of her goodwill.,4,8
plan,stimuli/images/Plan/plan_6.jpg,Following the plan is essential for success. ,14,18
plant,stimuli/images/Plant/plant_1.jpg,The plant was growing rapidly by springtime.,4,9
plant,stimuli/images/Plant/plant_2.jpg,The artificial plant looked almost real. ,15,20
plant,stimuli/images/Plant/plant_3.jpg,The leafy plant looked better indoors.,10,15
plant,stimuli/images/Plant/plant_4.jpg,The windowsill had acquired a new plant. ,34,39
plant,stimuli/images/Plant/plant_5.jpg,The garden could use a new plant and some fertilizer. ,27,32
plant,stimuli/images/Plant/plant_6.jpg,He watered the plant after the third reminder. ,15,20
play,stimuli/images/Play/play_1.jpg,"He wanted to play the game, too.",13,17
play,stimuli/images/Play/play_2.jpg,"If you know how to play softball, you can play too.",19,23
play,stimuli/images/Play/play_3.jpg,His business meetings require him to play golf. ,37,41
play,stimuli/images/Play/play_4.jpg,Play volleyball more often to get good legs. ,0,4
play,stimuli/images/Play/play_5.jpg,Sparring is his way to play with you. ,23,27
play,stimuli/images/Play/play_6.jpg,The competition forces you to play well. ,30,34
pleasure,stimuli/images/Pleasure/pleasure_1.jpg,Humans can derive a lot of pleasure from sex.,27,35
pleasure,stimuli/images/Pleasure/pleasure_2.jpg,Masturbation gives people pleasure on their own. ,26,34
pleasure,stimuli/images/Pleasure/pleasure_3.jpg,Forced pleasure is an oxymoron. ,7,15
pleasure,stimuli/images/Pleasure/pleasure_4.jpg,She would lie awake and fantasize about the pleasure of his touches. ,44,52
pleasure,stimuli/images/Pleasure/pleasure_5.jpg,He was gay and gained pleasure from watching the men on the walkway. ,22,30
pleasure,stimuli/images/Pleasure/pleasure_6.jpg,Sexual pleasure is a taboo topic in some cultures. ,7,15
poor,stimuli/images/Poor/poor_1.jpg,The young people in the building were poor.,38,42
poor,stimuli/images/Poor/poor_2.jpg,The poor man felt powerless.,4,8
poor,stimuli/images/Poor/poor_3.jpg,The poor orphan wished for his parents.,4,8
poor,stimuli/images/Poor/poor_4.jpg,The poor woman was tormented by her faults.,4,8
poor,stimuli/images/Poor/poor_5.jpg,The poor girl became dependent on her family again. ,4,8
poor,stimuli/images/Poor/poor_6.jpg,The unlucky man quickly became poor. ,31,35
prison,stimuli/images/Prison/prison_1.jpg,Another word for jail is prison.,25,31
prison,stimuli/images/Prison/prison_2.jpg,He got out of prison early on parole.,14,20
prison,stimuli/images/Prison/prison_3.jpg,He was no longer a juvenile and was sent to prison.,44,50
prison,stimuli/images/Prison/prison_4.jpg,She got probation and didn't have to go to prison.,43,49
prison,stimuli/images/Prison/prison_5.jpg,Sobriety is enforced in the prison. ,28,34
prison,stimuli/images/Prison/prison_6.jpg,The interrogation took place in prison.,32,38
professional,stimuli/images/Professional/professional_1.jpg,The worker had worked for many years as a professional.,42,54
professional,stimuli/images/Professional/professional_2.jpg,The seamstress was a true professional. ,26,38
professional,stimuli/images/Professional/professional_3.jpg,The skilled professional maneuvered her way out of the situation.,12,24
professional,stimuli/images/Professional/professional_4.jpg,"The beekeeper, always a professional, stayed calm as they spoke. ",24,36
professional,stimuli/images/Professional/professional_5.jpg,The lumberyard needs to hire a new a professional. ,37,49
professional,stimuli/images/Professional/professional_6.jpg,The ultrasound technician needed another professional's opinion. ,41,53
protection,stimuli/images/Protection/protection_1.jpg,The protection he provided gave her security.,4,14
protection,stimuli/images/Protection/protection_2.jpg,Privacy does not equate protection in these parts.,24,34
protection,stimuli/images/Protection/protection_3.jpg,He wanted to avoid calling protection services. ,27,37
protection,stimuli/images/Protection/protection_4.jpg,The shield provided little protection.,27,37
protection,stimuli/images/Protection/protection_5.jpg,She did not feel safe with the protection she was given.,31,41
protection,stimuli/images/Protection/protection_6.jpg,He found protection by staying inside the house.,9,19
quality,stimuli/images/Quality/quality_1.jpg,The shopkeeper could guarantee good quality. ,36,43
quality,stimuli/images/Quality/quality_2.jpg,The quality of the performance kept the shows sold out. ,4,11
quality,stimuli/images/Quality/quality_3.jpg,He was a stickler for good quality.,27,34
quality,stimuli/images/Quality/quality_4.jpg,Their standard of quality is higher than that of most. ,18,25
quality,stimuli/images/Quality/quality_5.jpg,Maintaining the quality of produce is becoming more difficult.,16,23
quality,stimuli/images/Quality/quality_6.jpg,Cleanliness is the first commandment in quality. ,40,47
reaction,stimuli/images/Reaction/reaction_1.jpg,The reaction the metal showed when exposed to oxygen was noticeable. ,4,12
reaction,stimuli/images/Reaction/reaction_2.jpg,The chemical reaction was difficult to explain in words. ,13,21
reaction,stimuli/images/Reaction/reaction_3.jpg,Dilute the solutions for a less dramatic reaction. ,41,49
reaction,stimuli/images/Reaction/reaction_4.jpg,Adding ethanol will produce a different reaction. ,40,48
reaction,stimuli/images/Reaction/reaction_5.jpg,The impurity of the materials will hinder a reaction. ,44,52
reaction,stimuli/images/Reaction/reaction_6.jpg,The concentration will bear impact on the reaction. ,42,50
read,stimuli/images/Read/read_1.jpg,I can't read that whole book. ,8,12
read,stimuli/images/Read/read_2.jpg,She read the information online.,4,8
read,stimuli/images/Read/read_3.jpg,The title was too long to read. ,26,30
read,stimuli/images/Read/read_4.jpg,Half of the literature she read was medieval. ,27,31
read,stimuli/images/Read/read_5.jpg,He didn't read up on any of the relevant topics.,10,14
read,stimuli/images/Read/read_6.jpg,He read the documentation of the case last night. ,3,7
relationship,stimuli/images/Relationship/relationship_1.jpg,Their relationship began as an affair.,6,18
relationship,stimuli/images/Relationship/relationship_2.jpg,The couple had recently labeled their relationship.,38,50
relationship,stimuli/images/Relationship/relationship_3.jpg,Intimacy has to be maintained in a relationship.,35,47
relationship,stimuli/images/Relationship/relationship_4.jpg,The brother's relationship was chummy. ,14,26
relationship,stimuli/images/Relationship/relationship_5.jpg,Her parents' relationship is harmonious. ,13,25
relationship,stimuli/images/Relationship/relationship_6.jpg,Their working relationship was amicable. ,14,26
religious,stimuli/images/Religious/religious_1.jpg,Church is a place where religious people go.,24,33
religious,stimuli/images/Religious/religious_2.jpg,Religious people often pray.,0,9
religious,stimuli/images/Religious/religious_3.jpg,"Having grown up religious, he gave a prayer.",16,25
religious,stimuli/images/Religious/religious_4.jpg,"By definition, a missionary is religious.  ",31,40
religious,stimuli/images/Religious/religious_5.jpg,The chapel is where you can perform religious practice.,36,45
religious,stimuli/images/Religious/religious_6.jpg,The religious man was pious. ,4,13
residence,stimuli/images/Residence/residence_1.jpg,He took up residence in a nearby town.,11,20
residence,stimuli/images/Residence/residence_2.jpg,The nearest residence is five miles away.,12,21
residence,stimuli/images/Residence/residence_3.jpg,The lodge is set up like a personal residence.,36,45
residence,stimuli/images/Residence/residence_4.jpg,The neighborhood has a new residence up for sale. ,27,36
residence,stimuli/images/Residence/residence_5.jpg,The location of the residence is sublime. ,20,29
residence,stimuli/images/Residence/residence_6.jpg,She wished she could take up residence in the hotel. ,29,38
road,stimuli/images/Road/road_1.jpg,The bus blocked the entire road.,27,31
road,stimuli/images/Road/road_2.jpg,The tunnel cut across the road after the stop sign. ,26,30
road,stimuli/images/Road/road_3.jpg,The sidewalk ran alongside the road for a few more blocks.,31,35
road,stimuli/images/Road/road_4.jpg,The pileup on the road didn't clear for hours.,18,22
road,stimuli/images/Road/road_5.jpg,"To the tourist's surprise, the main road only had one lane.",36,40
road,stimuli/images/Road/road_6.jpg,The tollbooth was at the end of the road. ,36,40
sad,stimuli/images/Sad/sad_1.jpg,She was pained by the odd reminder of her sad past.,42,45
sad,stimuli/images/Sad/sad_2.jpg,A glimpse into the future could be happy or sad. ,44,47
sad,stimuli/images/Sad/sad_3.jpg,The perplexing nature of the situation made him sad.,48,51
sad,stimuli/images/Sad/sad_4.jpg,It was upsetting how sad she was. ,21,24
sad,stimuli/images/Sad/sad_5.jpg,The depressing movie made everyone in the audience sad. ,51,54
sad,stimuli/images/Sad/sad_6.jpg,The moment was noteworthy yet sad. ,30,33
science,stimuli/images/Science/science_1.jpg,The research facility is dedicated to studies of natural science.,57,64
science,stimuli/images/Science/science_2.jpg,The student studied many different kinds of science.,44,51
science,stimuli/images/Science/science_3.jpg,This applied science is very different from that. ,13,20
science,stimuli/images/Science/science_4.jpg,His dissertation was in the field of material sciences.,46,54
science,stimuli/images/Science/science_5.jpg,Economics is a kind of social science. ,30,37
science,stimuli/images/Science/science_6.jpg,The article was published in her favorite science journal. ,42,49
seafood,stimuli/images/Seafood/seafood_1.jpg,Shrimp is a kind of seafood.,20,27
seafood,stimuli/images/Seafood/seafood_2.jpg,She ordered scallops at the small seafood restaurant.,34,41
seafood,stimuli/images/Seafood/seafood_3.jpg,"Seafood can be prepared in many different ways, like tempura.",0,7
seafood,stimuli/images/Seafood/seafood_4.jpg,He was excited to see flounder in the seafood section of the grocery store.,38,45
seafood,stimuli/images/Seafood/seafood_5.jpg,Caviar is a gourmet kind of seafood.,28,35
seafood,stimuli/images/Seafood/seafood_6.jpg,Chowder is made with different kinds of seafood.,40,47
sell,stimuli/images/Sell/sell_1.jpg,Someone will buy the car if you sell it. ,32,36
sell,stimuli/images/Sell/sell_2.jpg,She will sell it for cheap.,9,13
sell,stimuli/images/Sell/sell_3.jpg,The supply is too high for you to sell it for that price.,34,38
sell,stimuli/images/Sell/sell_4.jpg,His hobby is to buy and sell comic books. ,24,28
sell,stimuli/images/Sell/sell_5.jpg,The drugstore sells both prescription and over-the-counter medicines.,14,19
sell,stimuli/images/Sell/sell_6.jpg,I will sell secondhand clothes for a living. ,7,11
sew,stimuli/images/Sew/sew_1.jpg,Knowing how to sew well requires an eye for detail. ,15,18
sew,stimuli/images/Sew/sew_2.jpg,The pattern was too hard to sew by hand.,28,31
sew,stimuli/images/Sew/sew_3.jpg,He is quite crafty and likes to sew. ,32,35
sew,stimuli/images/Sew/sew_4.jpg,She forgot to sew the last stitch.,14,17
sew,stimuli/images/Sew/sew_5.jpg,He chose woodcarving over learning to sew. ,38,41
sew,stimuli/images/Sew/sew_6.jpg,The artisan could sew the most beautiful gowns. ,18,21
sexy,stimuli/images/Sexy/sexy_1.jpg,Many people find the model super sexy.,33,37
sexy,stimuli/images/Sexy/sexy_2.jpg,His girlfriend is so sexy.,21,25
sexy,stimuli/images/Sexy/sexy_3.jpg,The pervert found everything with a heartbeat sexy.,46,50
sexy,stimuli/images/Sexy/sexy_4.jpg,The symbol of the cheerleader is very sexy in America.,38,42
sexy,stimuli/images/Sexy/sexy_5.jpg,"He's a babe, that's how sexy he is. ",24,28
sexy,stimuli/images/Sexy/sexy_6.jpg,Knowing how to seduce someone is sexy. ,33,37
shape,stimuli/images/Shape/shape_1.jpg,A two dimensional shape is flat.,18,23
shape,stimuli/images/Shape/shape_2.jpg,A circle is an elementary shape. ,26,31
shape,stimuli/images/Shape/shape_3.jpg,The pyramid is a three-dimensional shape. ,35,40
shape,stimuli/images/Shape/shape_4.jpg,Her body has the shape of an hourglass. ,17,22
shape,stimuli/images/Shape/shape_5.jpg,A typical cloud's shape is irregular.  ,18,23
shape,stimuli/images/Shape/shape_6.jpg,The dimensions of the table made it an odd shape. ,43,48
ship,stimuli/images/Ship/ship_1.jpg,Boat is another way of describing a small ship.,42,46
ship,stimuli/images/Ship/ship_2.jpg,The pilot made it onto the ship in time. ,27,31
ship,stimuli/images/Ship/ship_3.jpg,The smallest sail of the ship ripped in the wind.,25,29
ship,stimuli/images/Ship/ship_4.jpg,The ship was off onto its next expedition.,4,8
ship,stimuli/images/Ship/ship_5.jpg,The voyage began when the ship left the island. ,26,30
ship,stimuli/images/Ship/ship_6.jpg,The yacht was the owner's favorite ship. ,35,39
show,stimuli/images/Show/show_1.jpg,The show was still on television.,4,8
show,stimuli/images/Show/show_2.jpg,The next episode of the show would unfold unexpectedly.,24,28
show,stimuli/images/Show/show_3.jpg,He thought the show was a bit melodramatic.,15,19
show,stimuli/images/Show/show_4.jpg,The humor of the show was slapstick comedy.,17,21
show,stimuli/images/Show/show_5.jpg,She wanted to reenact the storyline of the show.,43,47
show,stimuli/images/Show/show_6.jpg,This sitcom has been around longer than that show.,45,49
sign,stimuli/images/Sign/sign_1.jpg,The sign marked the entrance.,4,8
sign,stimuli/images/Sign/sign_2.jpg,The graffiti was a sign of his presence.,19,23
sign,stimuli/images/Sign/sign_3.jpg,This was a telltale sign of love.,20,24
sign,stimuli/images/Sign/sign_4.jpg,The sign was inscribed with rules.,4,8
sign,stimuli/images/Sign/sign_5.jpg,The sign fell from the roof with a swoosh.,4,8
sign,stimuli/images/Sign/sign_6.jpg,The sign hung from the billboard. ,4,8
silly,stimuli/images/Silly/silly_1.jpg,The proposal was so unrealistic as to be silly.,41,46
silly,stimuli/images/Silly/silly_2.jpg,The silly rumor was just absurd.,4,9
silly,stimuli/images/Silly/silly_3.jpg,His unsubstantiated claims made him look silly.,41,46
silly,stimuli/images/Silly/silly_4.jpg,The play was ridiculous and silly.,28,33
silly,stimuli/images/Silly/silly_5.jpg,The overblown statistics sounded silly.,33,38
silly,stimuli/images/Silly/silly_6.jpg,The news story was silly and unfounded. ,19,24
sin,stimuli/images/Sin/sin_1.jpg,She can't forgive him for this sin.,31,34
sin,stimuli/images/Sin/sin_2.jpg,Make sure your wrath doesn't make you sin.,38,41
sin,stimuli/images/Sin/sin_3.jpg,Sin makes a sinner.,0,3
sin,stimuli/images/Sin/sin_4.jpg,The sin of a firstborn is never forgotten. ,4,7
sin,stimuli/images/Sin/sin_5.jpg,The couple spent the night rejoicing his sin. ,41,44
sin,stimuli/images/Sin/sin_6.jpg,The extent of the sin was an abomination. ,18,21
skin,stimuli/images/Skin/skin_1.jpg,The skin on her face became red in the sun.,4,8
skin,stimuli/images/Skin/skin_2.jpg,Some think that shaving your skin makes it smoother.,29,33
skin,stimuli/images/Skin/skin_3.jpg,Her skin was prone to a pimple or two in the summer.,4,8
skin,stimuli/images/Skin/skin_4.jpg,Tanning your skin artificially can cause cancer.,13,17
skin,stimuli/images/Skin/skin_5.jpg,The fragrance of his skin was delightful.,21,25
skin,stimuli/images/Skin/skin_6.jpg,A vampire's skin can shimmer in the sun. ,12,16
smart,stimuli/images/Smart/smart_1.jpg,The candidate's responses are always smart and informed.,37,42
smart,stimuli/images/Smart/smart_2.jpg,He seems smart and sincere. ,9,14
smart,stimuli/images/Smart/smart_3.jpg,She is fearless and very smart. ,25,30
smart,stimuli/images/Smart/smart_4.jpg,She is genuinely smart but doesn't work hard enough.,17,22
smart,stimuli/images/Smart/smart_5.jpg,The fifth grader was smart and resourceful. ,21,26
smart,stimuli/images/Smart/smart_6.jpg,"Too trusting but smart, she managed to get out of the situation. ",17,22
smiling,stimuli/images/Smiling/smiling_1.jpg,He spent the afternoon staring at the sun and smiling.,46,53
smiling,stimuli/images/Smiling/smiling_2.jpg,The girl is innocently smiling at the stranger.,23,30
smiling,stimuli/images/Smiling/smiling_3.jpg,He was smiling angrily.,7,14
smiling,stimuli/images/Smiling/smiling_4.jpg,"Smiling faintly, she said goodbye. ",0,7
smiling,stimuli/images/Smiling/smiling_5.jpg,The little boy was obligingly smiling at the teacher. ,30,37
smiling,stimuli/images/Smiling/smiling_6.jpg,The woman was found smiling wistfully out the window. ,20,27
solution,stimuli/images/Solution/solution_1.jpg,The best solution has the fewest loopholes.,9,17
solution,stimuli/images/Solution/solution_2.jpg,The perfect solution may not always be simple.,12,20
solution,stimuli/images/Solution/solution_3.jpg,His solution is to end the affair in a discrete way.,4,12
solution,stimuli/images/Solution/solution_4.jpg,The solution is straightforward and hopefully effective. ,4,12
solution,stimuli/images/Solution/solution_5.jpg,A viable solution for global warming is hard to come up with. ,9,17
solution,stimuli/images/Solution/solution_6.jpg,Her solution was affordable for all parties. ,4,12
soul,stimuli/images/Soul/soul_1.jpg,The notions of soul and spirit are closely related.,15,19
soul,stimuli/images/Soul/soul_2.jpg,The goodness of his soul makes him glow. ,20,24
soul,stimuli/images/Soul/soul_3.jpg,The realization that he had a soul astounded him.,30,34
soul,stimuli/images/Soul/soul_4.jpg,She wondered if her soul would live on in eternity.,20,24
soul,stimuli/images/Soul/soul_5.jpg,Her soul wished for something eternal to hold on to. ,4,8
soul,stimuli/images/Soul/soul_6.jpg,His discovery of his soul was a blessing. ,21,25
sound,stimuli/images/Sound/sound_1.jpg,The sound of her voice calmed him down immediately.,4,9
sound,stimuli/images/Sound/sound_2.jpg,The microphone wasn't producing any sound.,36,41
sound,stimuli/images/Sound/sound_3.jpg,The speakerphone has great sound quality. ,27,32
sound,stimuli/images/Sound/sound_4.jpg,That sound came from the keyboard. ,5,10
sound,stimuli/images/Sound/sound_5.jpg,His sound was on mute. ,4,9
sound,stimuli/images/Sound/sound_6.jpg,She was broadcasting the sound across the field. ,25,30
spoke,stimuli/images/Spoke/spoke_1.jpg,"When she spoke, she stated the truth.",9,14
spoke,stimuli/images/Spoke/spoke_2.jpg,She candidly spoke about her experiences.,13,18
spoke,stimuli/images/Spoke/spoke_3.jpg,He spoke pessimistically over coffee.,3,8
spoke,stimuli/images/Spoke/spoke_4.jpg,"He spoke conversationally, not really listening.",3,8
spoke,stimuli/images/Spoke/spoke_5.jpg,The first grader spoke engagingly during her presentation.,17,22
spoke,stimuli/images/Spoke/spoke_6.jpg,He spoke tellingly about the situation. ,3,8
star,stimuli/images/Star/star_1.jpg,The star looked like an incoming meteor.,4,8
star,stimuli/images/Star/star_2.jpg,The astronomer was observing a star light years away from Earth. ,31,35
star,stimuli/images/Star/star_3.jpg,His star sign is Gemini.,4,8
star,stimuli/images/Star/star_4.jpg,The microcosmic star still shines bright. ,16,20
star,stimuli/images/Star/star_5.jpg,The spaceflight uncovered a new star. ,32,36
star,stimuli/images/Star/star_6.jpg,She liked that her star sign was Capricorn. ,19,23
student,stimuli/images/Student/student_1.jpg,The student was in class when his mother called.,4,11
student,stimuli/images/Student/student_2.jpg,Every student receives a scholarship based on merit.,6,13
student,stimuli/images/Student/student_3.jpg,The faculty to student ratio was rather high this year. ,15,22
student,stimuli/images/Student/student_4.jpg,"In preparation for the semester, the student reread all her notes.",37,44
student,stimuli/images/Student/student_5.jpg,This past term zipped by for the student. ,33,40
student,stimuli/images/Student/student_6.jpg,Only one student in the class was bilingual. ,9,16
stupid,stimuli/images/Stupid/stupid_1.jpg,That guy is so stupid and such a fool.,15,21
stupid,stimuli/images/Stupid/stupid_2.jpg,The stupid secretary is just so incompetent. ,4,10
stupid,stimuli/images/Stupid/stupid_3.jpg,He said a bunch of stupid baloney.,19,25
stupid,stimuli/images/Stupid/stupid_4.jpg,Good riddance to that stupid project! ,22,28
stupid,stimuli/images/Stupid/stupid_5.jpg,The stupid lowlife walked right out of her life. ,4,10
stupid,stimuli/images/Stupid/stupid_6.jpg,"She calls her ex a jackass, I just think he is stupid. ",47,53
successful,stimuli/images/Successful/successful_1.jpg,The famous actress was extremely successful.,33,43
successful,stimuli/images/Successful/successful_2.jpg,The scientist was successful at exerting his influence.,18,28
successful,stimuli/images/Successful/successful_3.jpg,"As successful as he was, he strove for more fame.",3,13
successful,stimuli/images/Successful/successful_4.jpg,Her successful career made her a legendary figure.,4,14
successful,stimuli/images/Successful/successful_5.jpg,That woman is so successful that we call her a powerhouse. ,17,27
successful,stimuli/images/Successful/successful_6.jpg,He had been successful in the sixties. ,12,22
sugar,stimuli/images/Sugar/sugar_1.jpg,The recipe called for a whole cup of sugar.,37,42
sugar,stimuli/images/Sugar/sugar_2.jpg,Plain sugar is the only kind he uses.,6,11
sugar,stimuli/images/Sugar/sugar_3.jpg,Sugar and butter are two of his biggest cravings.,0,5
sugar,stimuli/images/Sugar/sugar_4.jpg,Unrefined sugar has a grittier taste.,10,15
sugar,stimuli/images/Sugar/sugar_5.jpg,The tapioca is soaked in sugar. ,25,30
sugar,stimuli/images/Sugar/sugar_6.jpg,Powdered sugar can be very messy. ,9,14
suspect,stimuli/images/Suspect/suspect_1.jpg,The suspect was dead before they got to him.,4,11
suspect,stimuli/images/Suspect/suspect_2.jpg,The police still didn't have a prime suspect.,37,44
suspect,stimuli/images/Suspect/suspect_3.jpg,The suspect attempted to run. ,4,11
suspect,stimuli/images/Suspect/suspect_4.jpg,The suspect committed suicide in prison.,4,11
suspect,stimuli/images/Suspect/suspect_5.jpg,The real kidnapper was not a suspect in the case. ,29,36
suspect,stimuli/images/Suspect/suspect_6.jpg,The suspect's motive was senseless. ,4,11
table,stimuli/images/Table/table_1.jpg,The table is made of glass.,4,9
table,stimuli/images/Table/table_2.jpg,The chandelier is hanging from the ceiling right above the dining room table.,71,76
table,stimuli/images/Table/table_3.jpg,He put the candle on the table.,25,30
table,stimuli/images/Table/table_4.jpg,The porcelain stood at the center of the table. ,41,46
table,stimuli/images/Table/table_5.jpg,The silverware looked beautiful on the table.,39,44
table,stimuli/images/Table/table_6.jpg,The chrome table had a very modern look. ,11,16
