concept_id,concept_name,concreteness_rating,Pereira_image_paths,Pereira_sentences
109,music,4.31,"['stimuli/images/Music/music_1.jpg', 'stimuli/images/Music/music_2.jpg', 'stimuli/images/Music/music_3.jpg', 'stimuli/images/Music/music_4.jpg', 'stimuli/images/Music/music_5.jpg', 'stimuli/images/Music/music_6.jpg']","['His song was an example of her favorite kind of music.', 'The orchestra played beautiful music last night.', ""I can't improvise music, unfortunately. "", 'The performer forgot his sheet music. ', 'Karaoke is not the place to hear good music. ', 'Elevator music is usually instrumental. ']"
110,nation,3.62,"['stimuli/images/Nation/nation_1.jpg', 'stimuli/images/Nation/nation_2.jpg', 'stimuli/images/Nation/nation_3.jpg', 'stimuli/images/Nation/nation_4.jpg', 'stimuli/images/Nation/nation_5.jpg', 'stimuli/images/Nation/nation_6.jpg']","['The revolution restructured the nation.', 'Over a period of mere years, colonialism shaped the nation.', 'Impoverishment left the nation crumbling. ', 'Migration changed the population of the nation substantially. ', 'Globalization impacts some nations much more than others. ', 'A small nation initiated the war, which began with an invasion of nearby territories. ']"
111,news,3.41,"['stimuli/images/News/news_1.jpg', 'stimuli/images/News/news_2.jpg', 'stimuli/images/News/news_3.jpg', 'stimuli/images/News/news_4.jpg', 'stimuli/images/News/news_5.jpg', 'stimuli/images/News/news_6.jpg']","['The report presented the news in lay language.', 'She took a peek at the news before work.', 'The forum argued about the news. ', 'The archives contain all news since the 1950s. ', 'The newsroom is where the news is broadcasted. ', 'I learned a lot of gossip on the news today. ']"
112,noise,3.52,"['stimuli/images/Noise/noise_1.jpg', 'stimuli/images/Noise/noise_2.jpg', 'stimuli/images/Noise/noise_3.jpg', 'stimuli/images/Noise/noise_4.jpg', 'stimuli/images/Noise/noise_5.jpg', 'stimuli/images/Noise/noise_6.jpg']","['I could hear some noise last night.', 'The noise he heard was of her crying.', ""The children's whispering made some noise. "", 'The rumble was the scariest noise she had ever heard.', 'She suppressed her squeal to not make any noise.', 'The noise was a low-pitched growl. ']"
113,obligation,2.04,"['stimuli/images/Obligation/obligation_1.jpg', 'stimuli/images/Obligation/obligation_2.jpg', 'stimuli/images/Obligation/obligation_3.jpg', 'stimuli/images/Obligation/obligation_4.jpg', 'stimuli/images/Obligation/obligation_5.jpg', 'stimuli/images/Obligation/obligation_6.jpg']","['Her obligation made her liable.', 'While reserved, he owned up to his obligation eventually.', 'The contract outlined their obligation as guardians. ', 'The obligation was harmless.', 'The stockholder has an obligation to keep his word. ', 'His boss refused to disclose the exact details of the obligation. ']"
114,pain,3.5,"['stimuli/images/Pain/pain_1.jpg', 'stimuli/images/Pain/pain_2.jpg', 'stimuli/images/Pain/pain_3.jpg', 'stimuli/images/Pain/pain_4.jpg', 'stimuli/images/Pain/pain_5.jpg', 'stimuli/images/Pain/pain_6.jpg']","['She could get no relief from the pain.', 'What began as a simple irritation was now intense pain.', 'Her migraine caused her pain.', ""Unless caused by impact, a nosebleed doesn't usually cause pain. "", 'She had some bruising but felt no pain. ', 'The pain from the stomachache was unbearable. ']"
115,personality,2.08,"['stimuli/images/Personality/personality_1.jpg', 'stimuli/images/Personality/personality_2.jpg', 'stimuli/images/Personality/personality_3.jpg', 'stimuli/images/Personality/personality_4.jpg', 'stimuli/images/Personality/personality_5.jpg', 'stimuli/images/Personality/personality_6.jpg']","['His personality was greatly affected by his physical decline.', 'His compulsive personality is one reason why he is so neat.', 'Her subconscious impacted her personality in many ways.', 'His borderline personality disorder was recently diagnosed. ', 'His personality brought down her mood. ', 'That trait is a big part of her overt personality. ']"
116,philosophy,2.14,"['stimuli/images/Philosophy/philosophy_1.jpg', 'stimuli/images/Philosophy/philosophy_2.jpg', 'stimuli/images/Philosophy/philosophy_3.jpg', 'stimuli/images/Philosophy/philosophy_4.jpg', 'stimuli/images/Philosophy/philosophy_5.jpg', 'stimuli/images/Philosophy/philosophy_6.jpg']","['Philosophy provides a window to many perspectives on the same idea.', 'Philosophy opens up the topic of existentialism. ', 'Spirituality and philosophy are not the same thing.', 'The paradigm brought up in philosophy class confused her. ', 'Materialism is a point of discussion in philosophy. ', 'She loved philosophy and remained agnostic. ']"
117,picture,4.52,"['stimuli/images/Picture/picture_1.jpg', 'stimuli/images/Picture/picture_2.jpg', 'stimuli/images/Picture/picture_3.jpg', 'stimuli/images/Picture/picture_4.jpg', 'stimuli/images/Picture/picture_5.jpg', 'stimuli/images/Picture/picture_6.jpg']","['The picture was sketched on paper.', 'He will scribble a picture for you.', 'Printing a picture is easier than it seems.', 'Draw the picture in ink.', 'Picture is another word for a photograph. ', 'The letter contained a picture. ']"
118,pig,5.0,"['stimuli/images/Pig/pig_1.jpg', 'stimuli/images/Pig/pig_2.jpg', 'stimuli/images/Pig/pig_3.jpg', 'stimuli/images/Pig/pig_4.jpg', 'stimuli/images/Pig/pig_5.jpg', 'stimuli/images/Pig/pig_6.jpg']","['The pig and the cattle do not get along well.', 'The horse shared its food with the pig.', 'The whinny frightened the pig. ', 'The pig got stuck in the lasso. ', 'The pig was sprawled in the hay.', 'The bigger pig was a stud. ']"
119,plan,3.4,"['stimuli/images/Plan/plan_1.jpg', 'stimuli/images/Plan/plan_2.jpg', 'stimuli/images/Plan/plan_3.jpg', 'stimuli/images/Plan/plan_4.jpg', 'stimuli/images/Plan/plan_5.jpg', 'stimuli/images/Plan/plan_6.jpg']","['The first step of the plan has been completed. ', 'The plan resulted in a total transformation. ', 'The execution of the plan was preemptive. ', 'The expulsion led to a change of plan. ', 'The plan was a demonstration of her goodwill.', 'Following the plan is essential for success. ']"
120,plant,4.76,"['stimuli/images/Plant/plant_1.jpg', 'stimuli/images/Plant/plant_2.jpg', 'stimuli/images/Plant/plant_3.jpg', 'stimuli/images/Plant/plant_4.jpg', 'stimuli/images/Plant/plant_5.jpg', 'stimuli/images/Plant/plant_6.jpg']","['The plant was growing rapidly by springtime.', 'The artificial plant looked almost real. ', 'The leafy plant looked better indoors.', 'The windowsill had acquired a new plant. ', 'The garden could use a new plant and some fertilizer. ', 'He watered the plant after the third reminder. ']"
121,play,3.24,"['stimuli/images/Play/play_1.jpg', 'stimuli/images/Play/play_2.jpg', 'stimuli/images/Play/play_3.jpg', 'stimuli/images/Play/play_4.jpg', 'stimuli/images/Play/play_5.jpg', 'stimuli/images/Play/play_6.jpg']","['He wanted to play the game, too.', 'If you know how to play softball, you can play too.', 'His business meetings require him to play golf. ', 'Play volleyball more often to get good legs. ', 'Sparring is his way to play with you. ', 'The competition forces you to play well. ']"
122,pleasure,2.04,"['stimuli/images/Pleasure/pleasure_1.jpg', 'stimuli/images/Pleasure/pleasure_2.jpg', 'stimuli/images/Pleasure/pleasure_3.jpg', 'stimuli/images/Pleasure/pleasure_4.jpg', 'stimuli/images/Pleasure/pleasure_5.jpg', 'stimuli/images/Pleasure/pleasure_6.jpg']","['Humans can derive a lot of pleasure from sex.', 'Masturbation gives people pleasure on their own. ', 'Forced pleasure is an oxymoron. ', 'She would lie awake and fantasize about the pleasure of his touches. ', 'He was gay and gained pleasure from watching the men on the walkway. ', 'Sexual pleasure is a taboo topic in some cultures. ']"
123,poor,2.7,"['stimuli/images/Poor/poor_1.jpg', 'stimuli/images/Poor/poor_2.jpg', 'stimuli/images/Poor/poor_3.jpg', 'stimuli/images/Poor/poor_4.jpg', 'stimuli/images/Poor/poor_5.jpg', 'stimuli/images/Poor/poor_6.jpg']","['The young people in the building were poor.', 'The poor man felt powerless.', 'The poor orphan wished for his parents.', 'The poor woman was tormented by her faults.', 'The poor girl became dependent on her family again. ', 'The unlucky man quickly became poor. ']"
124,prison,4.68,"['stimuli/images/Prison/prison_1.jpg', 'stimuli/images/Prison/prison_2.jpg', 'stimuli/images/Prison/prison_3.jpg', 'stimuli/images/Prison/prison_4.jpg', 'stimuli/images/Prison/prison_5.jpg', 'stimuli/images/Prison/prison_6.jpg']","['Another word for jail is prison.', 'He got out of prison early on parole.', 'He was no longer a juvenile and was sent to prison.', ""She got probation and didn't have to go to prison."", 'Sobriety is enforced in the prison. ', 'The interrogation took place in prison.']"
125,professional,2.14,"['stimuli/images/Professional/professional_1.jpg', 'stimuli/images/Professional/professional_2.jpg', 'stimuli/images/Professional/professional_3.jpg', 'stimuli/images/Professional/professional_4.jpg', 'stimuli/images/Professional/professional_5.jpg', 'stimuli/images/Professional/professional_6.jpg']","['The worker had worked for many years as a professional.', 'The seamstress was a true professional. ', 'The skilled professional maneuvered her way out of the situation.', 'The beekeeper, always a professional, stayed calm as they spoke. ', 'The lumberyard needs to hire a new a professional. ', ""The ultrasound technician needed another professional's opinion. ""]"
126,protection,2.5,"['stimuli/images/Protection/protection_1.jpg', 'stimuli/images/Protection/protection_2.jpg', 'stimuli/images/Protection/protection_3.jpg', 'stimuli/images/Protection/protection_4.jpg', 'stimuli/images/Protection/protection_5.jpg', 'stimuli/images/Protection/protection_6.jpg']","['The protection he provided gave her security.', 'Privacy does not equate protection in these parts.', 'He wanted to avoid calling protection services. ', 'The shield provided little protection.', 'She did not feel safe with the protection she was given.', 'He found protection by staying inside the house.']"
127,quality,2.18,"['stimuli/images/Quality/quality_1.jpg', 'stimuli/images/Quality/quality_2.jpg', 'stimuli/images/Quality/quality_3.jpg', 'stimuli/images/Quality/quality_4.jpg', 'stimuli/images/Quality/quality_5.jpg', 'stimuli/images/Quality/quality_6.jpg']","['The shopkeeper could guarantee good quality. ', 'The quality of the performance kept the shows sold out. ', 'He was a stickler for good quality.', 'Their standard of quality is higher than that of most. ', 'Maintaining the quality of produce is becoming more difficult.', 'Cleanliness is the first commandment in quality. ']"
128,reaction,2.41,"['stimuli/images/Reaction/reaction_1.jpg', 'stimuli/images/Reaction/reaction_2.jpg', 'stimuli/images/Reaction/reaction_3.jpg', 'stimuli/images/Reaction/reaction_4.jpg', 'stimuli/images/Reaction/reaction_5.jpg', 'stimuli/images/Reaction/reaction_6.jpg']","['The reaction the metal showed when exposed to oxygen was noticeable. ', 'The chemical reaction was difficult to explain in words. ', 'Dilute the solutions for a less dramatic reaction. ', 'Adding ethanol will produce a different reaction. ', 'The impurity of the materials will hinder a reaction. ', 'The concentration will bear impact on the reaction. ']"
129,read,3.56,"['stimuli/images/Read/read_1.jpg', 'stimuli/images/Read/read_2.jpg', 'stimuli/images/Read/read_3.jpg', 'stimuli/images/Read/read_4.jpg', 'stimuli/images/Read/read_5.jpg', 'stimuli/images/Read/read_6.jpg']","[""I can't read that whole book. "", 'She read the information online.', 'The title was too long to read. ', 'Half of the literature she read was medieval. ', ""He didn't read up on any of the relevant topics."", 'He read the documentation of the case last night. ']"
130,relationship,2.8,"['stimuli/images/Relationship/relationship_1.jpg', 'stimuli/images/Relationship/relationship_2.jpg', 'stimuli/images/Relationship/relationship_3.jpg', 'stimuli/images/Relationship/relationship_4.jpg', 'stimuli/images/Relationship/relationship_5.jpg', 'stimuli/images/Relationship/relationship_6.jpg']","['Their relationship began as an affair.', 'The couple had recently labeled their relationship.', 'Intimacy has to be maintained in a relationship.', ""The brother's relationship was chummy. "", ""Her parents' relationship is harmonious. "", 'Their working relationship was amicable. ']"
131,religious,2.5,"['stimuli/images/Religious/religious_1.jpg', 'stimuli/images/Religious/religious_2.jpg', 'stimuli/images/Religious/religious_3.jpg', 'stimuli/images/Religious/religious_4.jpg', 'stimuli/images/Religious/religious_5.jpg', 'stimuli/images/Religious/religious_6.jpg']","['Church is a place where religious people go.', 'Religious people often pray.', 'Having grown up religious, he gave a prayer.', 'By definition, a missionary is religious.  ', 'The chapel is where you can perform religious practice.', 'The religious man was pious. ']"
132,residence,4.34,"['stimuli/images/Residence/residence_1.jpg', 'stimuli/images/Residence/residence_2.jpg', 'stimuli/images/Residence/residence_3.jpg', 'stimuli/images/Residence/residence_4.jpg', 'stimuli/images/Residence/residence_5.jpg', 'stimuli/images/Residence/residence_6.jpg']","['He took up residence in a nearby town.', 'The nearest residence is five miles away.', 'The lodge is set up like a personal residence.', 'The neighborhood has a new residence up for sale. ', 'The location of the residence is sublime. ', 'She wished she could take up residence in the hotel. ']"
133,road,4.75,"['stimuli/images/Road/road_1.jpg', 'stimuli/images/Road/road_2.jpg', 'stimuli/images/Road/road_3.jpg', 'stimuli/images/Road/road_4.jpg', 'stimuli/images/Road/road_5.jpg', 'stimuli/images/Road/road_6.jpg']","['The bus blocked the entire road.', 'The tunnel cut across the road after the stop sign. ', 'The sidewalk ran alongside the road for a few more blocks.', ""The pileup on the road didn't clear for hours."", ""To the tourist's surprise, the main road only had one lane."", 'The tollbooth was at the end of the road. ']"
134,sad,3.07,"['stimuli/images/Sad/sad_1.jpg', 'stimuli/images/Sad/sad_2.jpg', 'stimuli/images/Sad/sad_3.jpg', 'stimuli/images/Sad/sad_4.jpg', 'stimuli/images/Sad/sad_5.jpg', 'stimuli/images/Sad/sad_6.jpg']","['She was pained by the odd reminder of her sad past.', 'A glimpse into the future could be happy or sad. ', 'The perplexing nature of the situation made him sad.', 'It was upsetting how sad she was. ', 'The depressing movie made everyone in the audience sad. ', 'The moment was noteworthy yet sad. ']"
135,science,2.79,"['stimuli/images/Science/science_1.jpg', 'stimuli/images/Science/science_2.jpg', 'stimuli/images/Science/science_3.jpg', 'stimuli/images/Science/science_4.jpg', 'stimuli/images/Science/science_5.jpg', 'stimuli/images/Science/science_6.jpg']","['The research facility is dedicated to studies of natural science.', 'The student studied many different kinds of science.', 'This applied science is very different from that. ', 'His dissertation was in the field of material sciences.', 'Economics is a kind of social science. ', 'The article was published in her favorite science journal. ']"
136,seafood,4.83,"['stimuli/images/Seafood/seafood_1.jpg', 'stimuli/images/Seafood/seafood_2.jpg', 'stimuli/images/Seafood/seafood_3.jpg', 'stimuli/images/Seafood/seafood_4.jpg', 'stimuli/images/Seafood/seafood_5.jpg', 'stimuli/images/Seafood/seafood_6.jpg']","['Shrimp is a kind of seafood.', 'She ordered scallops at the small seafood restaurant.', 'Seafood can be prepared in many different ways, like tempura.', 'He was excited to see flounder in the seafood section of the grocery store.', 'Caviar is a gourmet kind of seafood.', 'Chowder is made with different kinds of seafood.']"
137,sell,3.35,"['stimuli/images/Sell/sell_1.jpg', 'stimuli/images/Sell/sell_2.jpg', 'stimuli/images/Sell/sell_3.jpg', 'stimuli/images/Sell/sell_4.jpg', 'stimuli/images/Sell/sell_5.jpg', 'stimuli/images/Sell/sell_6.jpg']","['Someone will buy the car if you sell it. ', 'She will sell it for cheap.', 'The supply is too high for you to sell it for that price.', 'His hobby is to buy and sell comic books. ', 'The drugstore sells both prescription and over-the-counter medicines.', 'I will sell secondhand clothes for a living. ']"
138,sew,3.93,"['stimuli/images/Sew/sew_1.jpg', 'stimuli/images/Sew/sew_2.jpg', 'stimuli/images/Sew/sew_3.jpg', 'stimuli/images/Sew/sew_4.jpg', 'stimuli/images/Sew/sew_5.jpg', 'stimuli/images/Sew/sew_6.jpg']","['Knowing how to sew well requires an eye for detail. ', 'The pattern was too hard to sew by hand.', 'He is quite crafty and likes to sew. ', 'She forgot to sew the last stitch.', 'He chose woodcarving over learning to sew. ', 'The artisan could sew the most beautiful gowns. ']"
139,sexy,2.64,"['stimuli/images/Sexy/sexy_1.jpg', 'stimuli/images/Sexy/sexy_2.jpg', 'stimuli/images/Sexy/sexy_3.jpg', 'stimuli/images/Sexy/sexy_4.jpg', 'stimuli/images/Sexy/sexy_5.jpg', 'stimuli/images/Sexy/sexy_6.jpg']","['Many people find the model super sexy.', 'His girlfriend is so sexy.', 'The pervert found everything with a heartbeat sexy.', 'The symbol of the cheerleader is very sexy in America.', ""He's a babe, that's how sexy he is. "", 'Knowing how to seduce someone is sexy. ']"
140,shape,3.14,"['stimuli/images/Shape/shape_1.jpg', 'stimuli/images/Shape/shape_2.jpg', 'stimuli/images/Shape/shape_3.jpg', 'stimuli/images/Shape/shape_4.jpg', 'stimuli/images/Shape/shape_5.jpg', 'stimuli/images/Shape/shape_6.jpg']","['A two dimensional shape is flat.', 'A circle is an elementary shape. ', 'The pyramid is a three-dimensional shape. ', 'Her body has the shape of an hourglass. ', ""A typical cloud's shape is irregular.  "", 'The dimensions of the table made it an odd shape. ']"
141,ship,4.87,"['stimuli/images/Ship/ship_1.jpg', 'stimuli/images/Ship/ship_2.jpg', 'stimuli/images/Ship/ship_3.jpg', 'stimuli/images/Ship/ship_4.jpg', 'stimuli/images/Ship/ship_5.jpg', 'stimuli/images/Ship/ship_6.jpg']","['Boat is another way of describing a small ship.', 'The pilot made it onto the ship in time. ', 'The smallest sail of the ship ripped in the wind.', 'The ship was off onto its next expedition.', 'The voyage began when the ship left the island. ', ""The yacht was the owner's favorite ship. ""]"
142,show,3.97,"['stimuli/images/Show/show_1.jpg', 'stimuli/images/Show/show_2.jpg', 'stimuli/images/Show/show_3.jpg', 'stimuli/images/Show/show_4.jpg', 'stimuli/images/Show/show_5.jpg', 'stimuli/images/Show/show_6.jpg']","['The show was still on television.', 'The next episode of the show would unfold unexpectedly.', 'He thought the show was a bit melodramatic.', 'The humor of the show was slapstick comedy.', 'She wanted to reenact the storyline of the show.', 'This sitcom has been around longer than that show.']"
143,sign,4.62,"['stimuli/images/Sign/sign_1.jpg', 'stimuli/images/Sign/sign_2.jpg', 'stimuli/images/Sign/sign_3.jpg', 'stimuli/images/Sign/sign_4.jpg', 'stimuli/images/Sign/sign_5.jpg', 'stimuli/images/Sign/sign_6.jpg']","['The sign marked the entrance.', 'The graffiti was a sign of his presence.', 'This was a telltale sign of love.', 'The sign was inscribed with rules.', 'The sign fell from the roof with a swoosh.', 'The sign hung from the billboard. ']"
144,silly,2.2,"['stimuli/images/Silly/silly_1.jpg', 'stimuli/images/Silly/silly_2.jpg', 'stimuli/images/Silly/silly_3.jpg', 'stimuli/images/Silly/silly_4.jpg', 'stimuli/images/Silly/silly_5.jpg', 'stimuli/images/Silly/silly_6.jpg']","['The proposal was so unrealistic as to be silly.', 'The silly rumor was just absurd.', 'His unsubstantiated claims made him look silly.', 'The play was ridiculous and silly.', 'The overblown statistics sounded silly.', 'The news story was silly and unfounded. ']"
145,sin,1.85,"['stimuli/images/Sin/sin_1.jpg', 'stimuli/images/Sin/sin_2.jpg', 'stimuli/images/Sin/sin_3.jpg', 'stimuli/images/Sin/sin_4.jpg', 'stimuli/images/Sin/sin_5.jpg', 'stimuli/images/Sin/sin_6.jpg']","[""She can't forgive him for this sin."", ""Make sure your wrath doesn't make you sin."", 'Sin makes a sinner.', 'The sin of a firstborn is never forgotten. ', 'The couple spent the night rejoicing his sin. ', 'The extent of the sin was an abomination. ']"
146,skin,4.79,"['stimuli/images/Skin/skin_1.jpg', 'stimuli/images/Skin/skin_2.jpg', 'stimuli/images/Skin/skin_3.jpg', 'stimuli/images/Skin/skin_4.jpg', 'stimuli/images/Skin/skin_5.jpg', 'stimuli/images/Skin/skin_6.jpg']","['The skin on her face became red in the sun.', 'Some think that shaving your skin makes it smoother.', 'Her skin was prone to a pimple or two in the summer.', 'Tanning your skin artificially can cause cancer.', 'The fragrance of his skin was delightful.', ""A vampire's skin can shimmer in the sun. ""]"
147,smart,1.75,"['stimuli/images/Smart/smart_1.jpg', 'stimuli/images/Smart/smart_2.jpg', 'stimuli/images/Smart/smart_3.jpg', 'stimuli/images/Smart/smart_4.jpg', 'stimuli/images/Smart/smart_5.jpg', 'stimuli/images/Smart/smart_6.jpg']","[""The candidate's responses are always smart and informed."", 'He seems smart and sincere. ', 'She is fearless and very smart. ', ""She is genuinely smart but doesn't work hard enough."", 'The fifth grader was smart and resourceful. ', 'Too trusting but smart, she managed to get out of the situation. ']"
148,smiling,3.88,"['stimuli/images/Smiling/smiling_1.jpg', 'stimuli/images/Smiling/smiling_2.jpg', 'stimuli/images/Smiling/smiling_3.jpg', 'stimuli/images/Smiling/smiling_4.jpg', 'stimuli/images/Smiling/smiling_5.jpg', 'stimuli/images/Smiling/smiling_6.jpg']","['He spent the afternoon staring at the sun and smiling.', 'The girl is innocently smiling at the stranger.', 'He was smiling angrily.', 'Smiling faintly, she said goodbye. ', 'The little boy was obligingly smiling at the teacher. ', 'The woman was found smiling wistfully out the window. ']"
149,solution,2.61,"['stimuli/images/Solution/solution_1.jpg', 'stimuli/images/Solution/solution_2.jpg', 'stimuli/images/Solution/solution_3.jpg', 'stimuli/images/Solution/solution_4.jpg', 'stimuli/images/Solution/solution_5.jpg', 'stimuli/images/Solution/solution_6.jpg']","['The best solution has the fewest loopholes.', 'The perfect solution may not always be simple.', 'His solution is to end the affair in a discrete way.', 'The solution is straightforward and hopefully effective. ', 'A viable solution for global warming is hard to come up with. ', 'Her solution was affordable for all parties. ']"
150,soul,1.86,"['stimuli/images/Soul/soul_1.jpg', 'stimuli/images/Soul/soul_2.jpg', 'stimuli/images/Soul/soul_3.jpg', 'stimuli/images/Soul/soul_4.jpg', 'stimuli/images/Soul/soul_5.jpg', 'stimuli/images/Soul/soul_6.jpg']","['The notions of soul and spirit are closely related.', 'The goodness of his soul makes him glow. ', 'The realization that he had a soul astounded him.', 'She wondered if her soul would live on in eternity.', 'Her soul wished for something eternal to hold on to. ', 'His discovery of his soul was a blessing. ']"
151,sound,3.7,"['stimuli/images/Sound/sound_1.jpg', 'stimuli/images/Sound/sound_2.jpg', 'stimuli/images/Sound/sound_3.jpg', 'stimuli/images/Sound/sound_4.jpg', 'stimuli/images/Sound/sound_5.jpg', 'stimuli/images/Sound/sound_6.jpg']","['The sound of her voice calmed him down immediately.', ""The microphone wasn't producing any sound."", 'The speakerphone has great sound quality. ', 'That sound came from the keyboard. ', 'His sound was on mute. ', 'She was broadcasting the sound across the field. ']"
152,spoke,3.38,"['stimuli/images/Spoke/spoke_1.jpg', 'stimuli/images/Spoke/spoke_2.jpg', 'stimuli/images/Spoke/spoke_3.jpg', 'stimuli/images/Spoke/spoke_4.jpg', 'stimuli/images/Spoke/spoke_5.jpg', 'stimuli/images/Spoke/spoke_6.jpg']","['When she spoke, she stated the truth.', 'She candidly spoke about her experiences.', 'He spoke pessimistically over coffee.', 'He spoke conversationally, not really listening.', 'The first grader spoke engagingly during her presentation.', 'He spoke tellingly about the situation. ']"
153,star,4.69,"['stimuli/images/Star/star_1.jpg', 'stimuli/images/Star/star_2.jpg', 'stimuli/images/Star/star_3.jpg', 'stimuli/images/Star/star_4.jpg', 'stimuli/images/Star/star_5.jpg', 'stimuli/images/Star/star_6.jpg']","['The star looked like an incoming meteor.', 'The astronomer was observing a star light years away from Earth. ', 'His star sign is Gemini.', 'The microcosmic star still shines bright. ', 'The spaceflight uncovered a new star. ', 'She liked that her star sign was Capricorn. ']"
154,student,4.92,"['stimuli/images/Student/student_1.jpg', 'stimuli/images/Student/student_2.jpg', 'stimuli/images/Student/student_3.jpg', 'stimuli/images/Student/student_4.jpg', 'stimuli/images/Student/student_5.jpg', 'stimuli/images/Student/student_6.jpg']","['The student was in class when his mother called.', 'Every student receives a scholarship based on merit.', 'The faculty to student ratio was rather high this year. ', 'In preparation for the semester, the student reread all her notes.', 'This past term zipped by for the student. ', 'Only one student in the class was bilingual. ']"
155,stupid,1.75,"['stimuli/images/Stupid/stupid_1.jpg', 'stimuli/images/Stupid/stupid_2.jpg', 'stimuli/images/Stupid/stupid_3.jpg', 'stimuli/images/Stupid/stupid_4.jpg', 'stimuli/images/Stupid/stupid_5.jpg', 'stimuli/images/Stupid/stupid_6.jpg']","['That guy is so stupid and such a fool.', 'The stupid secretary is just so incompetent. ', 'He said a bunch of stupid baloney.', 'Good riddance to that stupid project! ', 'The stupid lowlife walked right out of her life. ', 'She calls her ex a jackass, I just think he is stupid. ']"
156,successful,2.07,"['stimuli/images/Successful/successful_1.jpg', 'stimuli/images/Successful/successful_2.jpg', 'stimuli/images/Successful/successful_3.jpg', 'stimuli/images/Successful/successful_4.jpg', 'stimuli/images/Successful/successful_5.jpg', 'stimuli/images/Successful/successful_6.jpg']","['The famous actress was extremely successful.', 'The scientist was successful at exerting his influence.', 'As successful as he was, he strove for more fame.', 'Her successful career made her a legendary figure.', 'That woman is so successful that we call her a powerhouse. ', 'He had been successful in the sixties. ']"
157,sugar,4.87,"['stimuli/images/Sugar/sugar_1.jpg', 'stimuli/images/Sugar/sugar_2.jpg', 'stimuli/images/Sugar/sugar_3.jpg', 'stimuli/images/Sugar/sugar_4.jpg', 'stimuli/images/Sugar/sugar_5.jpg', 'stimuli/images/Sugar/sugar_6.jpg']","['The recipe called for a whole cup of sugar.', 'Plain sugar is the only kind he uses.', 'Sugar and butter are two of his biggest cravings.', 'Unrefined sugar has a grittier taste.', 'The tapioca is soaked in sugar. ', 'Powdered sugar can be very messy. ']"
158,suspect,2.59,"['stimuli/images/Suspect/suspect_1.jpg', 'stimuli/images/Suspect/suspect_2.jpg', 'stimuli/images/Suspect/suspect_3.jpg', 'stimuli/images/Suspect/suspect_4.jpg', 'stimuli/images/Suspect/suspect_5.jpg', 'stimuli/images/Suspect/suspect_6.jpg']","['The suspect was dead before they got to him.', ""The police still didn't have a prime suspect."", 'The suspect attempted to run. ', 'The suspect committed suicide in prison.', 'The real kidnapper was not a suspect in the case. ', ""The suspect's motive was senseless. ""]"
159,table,4.9,"['stimuli/images/Table/table_1.jpg', 'stimuli/images/Table/table_2.jpg', 'stimuli/images/Table/table_3.jpg', 'stimuli/images/Table/table_4.jpg', 'stimuli/images/Table/table_5.jpg', 'stimuli/images/Table/table_6.jpg']","['The table is made of glass.', 'The chandelier is hanging from the ceiling right above the dining room table.', 'He put the candle on the table.', 'The porcelain stood at the center of the table. ', 'The silverware looked beautiful on the table.', 'The chrome table had a very modern look. ']"
160,taste,4.07,"['stimuli/images/Taste/taste_1.jpg', 'stimuli/images/Taste/taste_2.jpg', 'stimuli/images/Taste/taste_3.jpg', 'stimuli/images/Taste/taste_4.jpg', 'stimuli/images/Taste/taste_5.jpg', 'stimuli/images/Taste/taste_6.jpg']","['She thought the hot chocolate had a rich taste. ', 'The spicy taste lingered in her mouth.', 'The taste of the margarita had a slight zing.', 'Her delicate palate reacted strongly to the taste of the unfamiliar fruit. ', 'The distinctive taste of the cereal did not please him.', 'She enjoyed the aroma and taste of the mousse.']"
161,team,3.79,"['stimuli/images/Team/team_1.jpg', 'stimuli/images/Team/team_2.jpg', 'stimuli/images/Team/team_3.jpg', 'stimuli/images/Team/team_4.jpg', 'stimuli/images/Team/team_5.jpg', 'stimuli/images/Team/team_6.jpg']","['The team won yet another game.', 'The team set a new record. ', 'The team was in the lead at halftime.', 'The entering freshman dominated the team.', 'The prospect of playing with the team made him happy.', 'The team lineup was daunting ']"
162,texture,3.83,"['stimuli/images/Texture/texture_1.jpg', 'stimuli/images/Texture/texture_2.jpg', 'stimuli/images/Texture/texture_3.jpg', 'stimuli/images/Texture/texture_4.jpg', 'stimuli/images/Texture/texture_5.jpg', 'stimuli/images/Texture/texture_6.jpg']","['The rough texture of the table was surprising.', 'The weird-looking cake had a yucky texture.', 'The jellylike texture of the milk meant it had gone bad.', 'The couch cushion had a plushy texture. ', 'His skin had gotten a leathery texture over the years.', 'The sticky texture of the floor was disgusting. ']"
163,time,3.07,"['stimuli/images/Time/time_1.jpg', 'stimuli/images/Time/time_2.jpg', 'stimuli/images/Time/time_3.jpg', 'stimuli/images/Time/time_4.jpg', 'stimuli/images/Time/time_5.jpg', 'stimuli/images/Time/time_6.jpg']","['It had seemed like he had so much time the night before.', 'The days go quicker with time.', 'They had to reschedule the meeting for a later time.', 'He missed the time of the deadline.', ""The calendar didn't have enough space to write in the time. "", 'Tomorrow is a better time for her. ']"
